parent_class,child_class,parent_title,child_title
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Auto update system
com.android.settings.notification.ConfigureNotificationSettings,com.android.settings.notification.zen.ZenModeSettings,Notifications,Do not disturb
com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Internet settings,Customize menu
com.samsung.android.settings.general.GeneralDeviceSettings,com.android.settings.system.ResetDashboardFragment,General management,Reset
com.android.settings.location.ScanningSettings,com.android.settings.location.ScanningSettings,Improve accuracy,Wi-Fi scanning
com.samsung.android.settings.deviceinfo.WarrantyInfoFragment,com.samsung.android.settings.deviceinfo.WarrantyInfoFragment,Warranty Information,General Terms & Conditions
com.samsung.android.settings.lockscreen.LockScreenSettings,com.samsung.android.settings.lockscreen.LockScreenSettings,Lock screen,Wallpaper services
com.samsung.android.settings.connection.ConnectionsSettings,com.samsung.android.settings.nfc.osaifu.NfcOsaifukeitaiSettings,Connections,NFC/Osaifu-Keitai settings
com.samsung.android.settings.usefulfeature.NewOneHandOperationSettings,com.samsung.android.settings.usefulfeature.NewOneHandOperationSettings,One-handed mode,Button
com.samsung.android.settings.lockscreen.LockScreenNotificationSettings,com.samsung.android.settings.lockscreen.LockScreenNotificationSettings,Notifications,Hide content
com.samsung.android.settings.deviceinfo.SoftwareInfoSettings,com.samsung.android.settings.deviceinfo.SoftwareInfoSettings,Software information,SE for Android status
com.samsung.android.samsungaccount.setting.ui.personalinfo.SettingPersonalInfoPreference,com.samsung.android.samsungaccount.setting.ui.personalinfo.SettingPersonalInfoPreference,Profile info,Get news and special offers
com.android.settings.inputmethod.VirtualKeyboardFragment,com.android.settings.inputmethod.VirtualKeyboardFragment,Keyboard list and default,Keyboard button on navigation bar
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Force activities to be resizable
com.samsung.android.honeyboard.settings.swipetouchandfeedback.touchfeedback.KeyTapFeedbackSettings,com.samsung.android.honeyboard.settings.swipetouchandfeedback.touchfeedback.KeyTapFeedbackSettings,Touch feedback,Vibration
com.samsung.accessibility.homepage.AccessibilitySettings,com.samsung.accessibility.homepage.AccessibilityHomepageActivity,Accessibility,Recommended for you
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Enhanced Wi-Fi MAC randomization
com.android.homescreen.settings.HomeScreenSettingsActivity,com.android.homescreen.settings.HomeScreenSettingsActivity,Home screen settings,Folder grid
com.android.settings.notification.zen.ZenModeSoundVibrationSettings,com.android.settings.notification.zen.ZenModeSoundVibrationSettings,Alarms and sounds,Reminders
com.samsung.android.settings.lockscreen.LockScreenSettings,com.samsung.android.settings.lockscreen.LockAppShortcutSettings,Lock screen,Shortcuts
com.samsung.android.settings.deviceinfo.status.SimStatus,com.samsung.android.settings.deviceinfo.status.SimStatus,SIM card status,Service state
com.samsung.accessibility.hearing.AccessibilitySettingsHearing,com.samsung.accessibility.Activities$AccessibilitySettingsHearingActivity,Hearing enhancements,Sound detectors
com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Sites and downloads,Allow JavaScript
com.samsung.android.settings.autopoweronoff.AutoPowerOnOffSettings,com.samsung.android.settings.autopoweronoff.AutoPowerOnOffSettings,Auto turn on/off,Auto turn off
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Show background ANRs
com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,Samsung Keyboard,Auto replace
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Show Text ID
com.android.settings.deviceinfo.aboutphone.MyDeviceInfoFragment,com.android.settings.deviceinfo.aboutphone.MyDeviceInfoFragment,About phone,Help
com.android.settings.LegalSettings,com.android.settings.LegalSettings,Legal information,Copyright
com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.Usefulfeature,Advanced features,Bixby Routines
com.android.settings.datausage.DataUsageSummary,com.android.settings.datausage.DataUsageSummary,Data usage,Mobile data
com.samsung.android.settings.connection.tether.SecTetherSettings,com.samsung.android.settings.bluetooth.tethering.BtTetherSettings,Mobile Hotspot and Tethering,Bluetooth tethering
com.samsung.android.service.aircommand.settings.SPenSettingActivity,com.samsung.android.service.aircommand.settings.SPenSettingActivity,S Pen,S Pen pointer
com.samsung.android.settings.deviceinfo.SoftwareInfoSettings,com.samsung.android.settings.deviceinfo.SoftwareInfoSettings,Software information,Baseband version
com.android.settings.notification.zen.ZenModeSettings,com.android.settings.notification.zen.ZenModeSoundVibrationSettings,Do not disturb,Alarms and sounds
com.samsung.android.service.aircommand.settings.SPenSettingActivity,com.samsung.android.service.aircommand.settings.SPenSettingActivity,S Pen,Pen proximity alert
com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Other call settings,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Other call settings,Other call settings,Search for places nearby
com.samsung.android.accessibility.talkback.TalkBackPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackPreferencesActivity,TalkBack Settings,Braille keyboard
com.samsung.android.settings.notification.SecVolumeSettings,com.samsung.android.settings.notification.SecVolumeSettings,Volume,Do not disturb turned on
com.samsung.android.settings.lockscreen.SecuredLockSettingsMenu,com.samsung.android.settings.lockscreen.SecuredLockSettingsMenu,Secure lock settings,Auto lock when screen turns off
com.samsung.android.settings.accessories.DockSettings,com.samsung.android.settings.accessories.DockSettings,Accessories,Smart accessory settings
com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.Usefulfeature,Advanced features,Floating messages
com.android.launcher3.settings.MouseTrackpadPreferenceActivity,com.android.launcher3.settings.MouseTrackpadPreferenceActivity,Mouse/trackpad,Primary mouse button
com.samsung.android.settings.notification.SoundSettings,com.samsung.android.settings.notification.SoundSettings,Sounds and vibration,Separate app sound
com.samsung.android.sm.powermode.ui.PowerModeSettingsActivity,com.samsung.android.sm.powermode.ui.PowerModeSettingsActivity,Power saving mode,Decrease brightness by 10%
com.samsung.android.settings.deviceinfo.Status,com.samsung.android.settings.deviceinfo.Status,Status information,Bluetooth address
com.sec.android.app.soundalive.SAControlPanelActivity,com.sec.android.app.soundalive.SAControlPanelActivity,Sound quality and effects,Tube Amp Pro
com.samsung.android.settings.deviceinfo.ServiceInfoSettings,com.samsung.android.settings.deviceinfo.WarrantyInfoFragment,Service information,Warranty Information
com.samsung.android.settings.security.BiometricsAndSecuritySettings,com.android.settings.security.CryptKeeperSettings,Biometrics and security,Encrypt device
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.webview.WebViewAppPicker,Developer options,WebView implementation
com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Privacy and security,Block backward redirections
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Maximum connected Bluetooth audio devices
com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Call alerts and ringtone,Call settings,Call alerts and ringtone
com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Useful features,Open links in other apps
com.android.launcher3.settings.DesktopSettingsActivity,com.android.launcher3.settings.ScreenTimeoutPreferenceActivity,Samsung DeX,Screen timeout for connected display
com.samsung.android.honeyboard.settings.swipetouchandfeedback.defaultactivity.SwipeTouchGestureFeedBackSettings,com.samsung.android.honeyboard.settings.swipetouchandfeedback.defaultactivity.SwipeTouchGestureFeedBackSettings,"Swipe, touch, and feedback",Keyboard swipe controls
com.samsung.accessibility.advanced.UsefulSettings,com.samsung.accessibility.Activities$UsefulSettingsActivity,Advanced settings,Side and Volume up keys
com.samsung.android.app.cocktailbarservice.cocktailsettings.EdgeScreenSettingsMain,com.samsung.android.app.cocktailbarservice.cocktailsettings.HandleSettings,Handle,Position
com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Personal data,Autofill forms
com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.smarttyping.sticker.StickerSuggestionSettings,Samsung Keyboard,Suggest stickers while typing
com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Answering and ending calls,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Answering and ending calls,Answering and ending calls,Press Side key to end calls
com.samsung.android.settings.usefulfeature.MotionAndGestureSettings,com.samsung.android.settings.usefulfeature.MotionAndGestureSettings,Motions and gestures,Double tap to turn on screen
com.samsung.accessibility.vision.viewclear.AccessibilityViewClear,com.samsung.accessibility.Activities$AccessibilityViewClearActivity,Visibility enhancements,Font size and style
com.sec.android.app.myfiles.external.ui.SettingsActivity,com.sec.android.app.myfiles.external.ui.SettingsActivity,My Files settings,Google Drive
com.android.settings.deviceinfo.aboutphone.MyDeviceInfoFragment,com.android.settings.deviceinfo.aboutphone.MyDeviceInfoFragment,About phone,ePush
com.samsung.android.settings.general.GeneralDeviceSettings,com.samsung.android.settings.general.GeneralDeviceSettings,General management,Battery
com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Voicemail,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Voicemail,Voicemail,Notifications
com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,Samsung Keyboard,Suggest stickers while typing
com.samsung.android.messaging.ui.view.setting.sms.TextMessagesSettingActivity,com.samsung.android.messaging.ui.view.setting.sms.TextMessagesSettingActivity,Text messages,Input mode
com.samsung.accessibility.assistantmenu.settings.AssistantMenuMoreSettingsFragment,com.samsung.accessibility.assistantmenu.Activities$AssistantMenuMoreSettingsActivity,"Touchpad, cursor, and magnifier settings",Magnifier size
com.samsung.android.settings.security.OtherSecuritySettings,com.android.settings.security.ScreenPinningSettings,Other security settings,Pin windows
com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Appearance,Webpage text size
com.samsung.android.honeyboard.settings.swipetouchandfeedback.defaultactivity.SwipeTouchGestureFeedBackSettings,com.samsung.android.honeyboard.settings.swipetouchandfeedback.touchfeedback.KeyTapFeedbackSettings,"Swipe, touch, and feedback",Touch feedback
com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Internet settings,Privacy and security
com.samsung.android.settings.bluetooth.BluetoothAdvancedSettings,com.samsung.android.settings.bluetooth.BluetoothAdvancedSettings,Advanced,Phone name
com.samsung.android.app.settings.SettingsActivity,com.samsung.android.app.settings.SettingsActivity,Screenshots and screen recorder,Video quality
com.samsung.android.honeyboard.settings.handwriting.HwrSettings,com.samsung.android.honeyboard.settings.handwriting.HwrSettings,Handwriting,Candidate type
com.samsung.android.settings.inputmethod.MouseAndTrackpadSettings,com.samsung.android.settings.inputmethod.MouseAdditionalSecondButtonFragment,Mouse and trackpad,Additional button 2
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Adaptive notification ranking
com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.accessories.DockSettings,Advanced features,Accessories
com.samsung.android.gallery.settings.activity.SettingActivity,com.samsung.android.gallery.settings.activity.SettingActivity,Gallery settings,Trash
com.samsung.android.settings.notification.SoundSettings,com.samsung.android.settings.notification.SoundSettings,Sounds and vibration,Download ringtones
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Select debug app
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Show hardware layers updates
com.samsung.android.settings.bluetooth.BluetoothAdvancedSettings,com.samsung.android.settings.bluetooth.BluetoothAdvancedSettings,Advanced,Sync with Samsung Cloud
com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.smarttyping.moretypingoptions.MoreTypingOptionsSettings,Samsung Keyboard,More typing options
com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Other call settings,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Other call settings,Other call settings,Hide contacts without numbers
com.samsung.accessibility.vision.viewclear.AccessibilityViewClear,com.samsung.accessibility.Activities$AccessibilityViewClearActivity,Visibility enhancements,Large mouse/touchpad pointer
com.android.settings.deviceinfo.aboutphone.MyDeviceInfoFragment,com.samsung.android.settings.deviceinfo.BatteryInfoSettings,About phone,Battery information
com.android.settings.AllInOneTetherSettings,com.android.settings.AllInOneTetherSettings,Mobile Hotspot and Tethering,Hotspot password
com.android.settings.location.LocationSettings,com.android.settings.location.RecentLocationRequestSeeAllFragment,Location,Recent location requests
com.samsung.android.service.aircommand.settings.SPenSettingActivity,com.samsung.android.service.aircommand.settings.SPenSettingActivity,S Pen,Air view
com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,Verbosity,Choose a preset
com.android.settings.deviceinfo.aboutphone.MyDeviceInfoFragment,com.samsung.android.settings.deviceinfo.PreloadedApps,About phone,Preloaded apps
com.samsung.android.settings.security.OtherSecuritySettings,com.samsung.android.settings.security.OtherSecuritySettings,Other security settings,Set up SIM card lock
com.samsung.android.app.calendar.activity.SettingsActivity,com.samsung.android.app.calendar.activity.SettingsActivity,Calendar settings,Show weather forecast
com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity,Call settings,Call display while using apps
com.samsung.android.settings.general.GeneralDeviceSettings,com.android.settings.applications.ProcessStatsSummary,General management,Memory
com.samsung.android.honeyboard.settings.swipetouchandfeedback.touchfeedback.KeyTapFeedbackSettings,com.samsung.android.honeyboard.settings.swipetouchandfeedback.touchfeedback.KeyTapFeedbackSettings,Touch feedback,Character preview
com.samsung.android.sm.battery.ui.BatteryActivity,com.samsung.android.sm.battery.ui.BatteryAdvancedMenuActivity,Battery,More battery settings
com.android.settings.applications.assist.ManageAssist,com.android.settings.applications.assist.ManageAssist,Device assistance app,Analyze on-screen images
com.samsung.android.messaging.ui.view.setting.MainSettingActivity,com.samsung.android.messaging.ui.view.setting.MainSettingActivity,Messages settings,Conversations categories
com.samsung.android.service.aircommand.settings.SPenSettingActivity,com.samsung.android.service.aircommand.settings.SPenSettingActivity,S Pen,Allow multiple S Pens
com.samsung.android.settings.security.BiometricsAndSecuritySettings,com.android.settings.applications.manageapplications.ManageApplications,Biometrics and security,Install unknown apps
com.samsung.android.settings.security.BiometricsAndSecuritySettings,com.samsung.android.settings.security.BiometricsAndSecuritySettings,Biometrics and security,Find My Device
com.samsung.android.settings.deviceinfo.status.ImeiInformation,com.samsung.android.settings.deviceinfo.status.ImeiInformation,IMEI information,IMEI SV
com.samsung.android.honeyboard.settings.japaneseinputoptions.JapaneseInputOptionsSettings,com.samsung.android.honeyboard.settings.japaneseinputoptions.JapaneseInputOptionsSettings,Japanese input options,Mushroom
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Bluetooth AVRCP Version
com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Other call settings,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Other call settings,Other call settings,Hearing aid compatibility
com.samsung.accessibility.homepage.AccessibilitySettings,com.samsung.accessibility.homepage.AccessibilityHomepageActivity,Accessibility,About Accessibility
com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Voicemail,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Voicemail,Voicemail,Service provider
com.android.settings.privacy.PrivacyDashboardFragment,com.android.settings.privacy.PrivacyDashboardFragment,Privacy,Samsung Privacy
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Bug report
com.samsung.android.app.calendar.activity.SettingsActivity,com.samsung.android.app.calendar.activity.SettingsActivity,Calendar settings,Update holiday calendar
com.samsung.android.settings.navigationbar.NavigationBarSettings,com.samsung.android.settings.navigationbar.NavigationBarSettings,Navigation bar,Block gestures with S Pen
com.samsung.android.settings.notification.SoundSettings,com.samsung.android.settings.notification.SoundSettings,Sounds and vibration,Call vibration pattern
com.samsung.accessibility.vision.viewclear.AccessibilityViewClear,com.samsung.accessibility.vision.viewclear.magnifier.ToggleMagnifierPreferenceFragment,Visibility enhancements,Magnifier window
com.samsung.android.sm.advanced.AdvancedSettingsActivity,com.samsung.android.sm.advanced.AdvancedSettingsActivity,Automation,Adaptive power saving
com.android.launcher3.settings.DesktopSettingsActivity,com.android.launcher3.settings.DexFontSizeActivity,Samsung DeX,Font size
com.samsung.android.sm.battery.ui.BatteryActivity,com.samsung.android.sm.battery.ui.BatteryActivity,Battery,Background usage limits
com.android.settings.applications.assist.ManageAssist,com.android.settings.applications.assist.ManageAssist,Device assistance app,Flash screen
com.samsung.android.settings.wifi.SmartNetworkSwitchSettings,com.samsung.android.settings.wifi.SmartNetworkSwitchSettings,Switch to mobile data,Allow individual apps to switch
com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Other call settings,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Other call settings,Other call settings,Customization Service
com.samsung.accessibility.install.TalkBack,com.samsung.android.accessibility.talkback.TalkBackPreferencesActivity,TalkBack,TalkBack Settings
com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.resetsettings.ResetSettingsActivity,Samsung Keyboard,Reset to default settings
com.samsung.android.settings.notification.SecSoundSystemFeedbackSettings,com.samsung.android.settings.notification.SecSoundSystemFeedbackSettings,System sound/vibration control,Docking sounds
com.samsung.android.honeyboard.settings.resetsettings.ResetSettingsActivity,com.samsung.android.honeyboard.settings.resetsettings.ResetSettingsActivity,Reset to default settings,Erase personalized predictions
com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity,Call settings,Quick decline messages
com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.SafetyCareEmergencyMode,Advanced features,Emergency mode
com.samsung.accessibility.vision.viewclear.magnifier.ToggleMagnifierPreferenceFragment,com.samsung.accessibility.Activities$MagnifierWindowActivity,Magnifier window,Zoom
com.android.homescreen.settings.HomeScreenSettingsActivity,com.android.homescreen.settings.HomeScreenSettingsActivity,Home screen settings,Apps screen grid
com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.FunctionKeySettings,Advanced features,Side key
com.samsung.android.forest.home.DefaultActivity,com.samsung.android.forest.home.DefaultActivity,Digital Wellbeing and parental controls,Parental controls
com.samsung.android.honeyboard.settings.swipetouchandfeedback.touchandhold.delay.TouchAndHoldDelaySettings,com.samsung.android.honeyboard.settings.swipetouchandfeedback.touchandhold.delay.TouchAndHoldDelaySettings,Keyboard touch and hold delay,Short (0.2 seconds)
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Force full GNSS measurements
com.samsung.android.settings.connection.ConnectionsSettings,com.samsung.android.settings.bluetooth.BluetoothSettings,Connections,Bluetooth
com.samsung.android.gallery.settings.activity.SettingActivity,com.samsung.android.gallery.settings.activity.SettingActivity,Gallery settings,Show place names
com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.styleandlayout.modes.ModesSettings,Samsung Keyboard,Mode
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Enable Bluetooth HCI snoop log
com.samsung.android.settings.deviceinfo.Status,com.samsung.android.settings.deviceinfo.Status,Status information,S Pen FCC certification
com.samsung.android.settings.connection.WirelessSettings,com.samsung.android.settings.connection.WirelessSettings,More connection settings,Advanced Calling & Messaging
com.android.settings.datausage.DataUsageSummary,com.android.settings.datausage.DataUsageSummary,Data usage,Wi-Fi data usage
com.samsung.android.settings.account.CloudAccountSettings,com.samsung.android.settings.account.CloudAccountSettings,Accounts and backup,Backup service not available
com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.activekey.XcoverTopKeySettings,Advanced features,Top key
com.samsung.android.settings.connection.ConnectionsSettings,com.samsung.android.settings.connection.ConnectionsSettings,Connections,Global roaming
com.samsung.android.honeyboard.settings.chineseinputoptions.FuzzyPinyinSettings,com.samsung.android.honeyboard.settings.chineseinputoptions.FuzzyPinyinSettings,Fuzzy pinyin input,ch = c
com.android.settings.notification.ConfigureNotificationSettings,com.android.settings.applications.manageapplications.ManageApplications,Notifications,More
com.samsung.android.sm.battery.ui.BatteryAdvancedMenuActivity,com.samsung.android.sm.battery.ui.fastwirelesscharging.FastWirelessActivity,More battery settings,Fast wireless charging
com.samsung.android.settings.deviceinfo.status.SimStatus,com.samsung.android.settings.deviceinfo.status.SimStatus,SIM card status,Mobile network state
com.android.settings.LegalSettings,com.android.settings.LegalSettings,Legal information,Samsung Knox Privacy Policy
com.samsung.android.honeyboard.settings.swipetouchandfeedback.defaultactivity.SwipeTouchGestureFeedBackSettings,com.samsung.android.honeyboard.settings.swipetouchandfeedback.defaultactivity.SwipeTouchGestureFeedBackSettings,"Swipe, touch, and feedback",Keyboard touch and hold delay
com.samsung.android.honeyboard.settings.resetsettings.ResetSettingsActivity,com.samsung.android.honeyboard.settings.resetsettings.ResetSettingsActivity,Reset to default settings,Reset keyboard settings
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Bluetooth Audio Channel Mode
com.samsung.android.settings.biometrics.face.FaceEntry,com.samsung.android.settings.face.FaceStayOnLockScreen,Face recognition,Stay on Lock screen until swipe
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Wait for debugger
com.samsung.android.settings.deviceinfo.status.SimStatus,com.samsung.android.settings.deviceinfo.status.SimStatus,SIM card status,Signal strength
com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity,Call settings,Supplementary services
com.samsung.android.app.calendar.activity.SettingsActivity,com.samsung.android.app.calendar.activity.SettingsActivity,Calendar settings,First day of the week
com.android.settings.DisplaySettings,com.android.settings.DisplaySettings,Display,Dark mode settings
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Transition animation scale
com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,Verbosity,Use pitch changes
com.samsung.android.settings.deviceinfo.Status,com.samsung.android.settings.deviceinfo.Status,Status information,Ethernet MAC address
com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Answering and ending calls,Call settings,Answering and ending calls
com.samsung.android.honeyboard.settings.chineseinputoptions.ChineseInputOptions,com.samsung.android.honeyboard.settings.chineseinputoptions.ChineseInputOptions,Chinese input options,Hot words by Sogou
com.samsung.accessibility.homepage.AccessibilitySettings,com.samsung.accessibility.install.TalkBack,Accessibility,TalkBack
com.android.settings.applications.specialaccess.SpecialAccessSettings,com.android.settings.applications.manageapplications.ManageApplications,Special access,Usage data access
com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Sites and downloads,Notifications
com.samsung.android.messaging.ui.view.setting.MainSettingActivity,com.samsung.android.messaging.ui.view.setting.MainSettingActivity,Messages settings,Notifications
com.samsung.android.accessibility.talkback.preference.TalkBackSoundAndVibrationPreferencesActivity,com.samsung.android.accessibility.talkback.preference.TalkBackSoundAndVibrationPreferencesActivity,Sound and vibration,Vibration feedback
com.samsung.android.settings.notification.SecVibrationIntensitySettings,com.samsung.android.settings.notification.SecVibrationIntensitySettings,Vibration intensity,Notifications
com.samsung.android.settings.security.BiometricsAndSecuritySettings,com.samsung.android.settings.security.BiometricsAndSecuritySettings,Biometrics and security,Samsung Pass
com.android.settings.datetime.DateTimeSettings,com.android.settings.datetime.DateTimeSettings,Date and time,Time display scheme settings
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Stay awake
com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.Usefulfeature,Advanced features,Android Auto
com.samsung.android.accessibility.talkback.TalkBackPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackPreferencesActivity,TalkBack Settings,Speech volume
com.samsung.android.accessibility.talkback.TalkBackPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackPreferencesActivity,TalkBack Settings,Cover proximity sensor to stop speech
com.samsung.android.sm.battery.ui.setting.AppPowerManagementActivity,com.samsung.android.sm.battery.ui.setting.AppPowerManagementActivity,Background usage limits,Sleeping apps
com.android.settings.DisplaySettings,com.samsung.android.settings.navigationbar.NavigationBarSettings,Display,Navigation bar
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Bluetooth Audio Sample Rate
com.samsung.android.sm.battery.ui.BatteryAdvancedMenuActivity,com.samsung.android.sm.battery.ui.BatteryAdvancedMenuActivity,More battery settings,Adaptive battery
com.android.settings.privacy.PrivacyDashboardFragment,com.android.settings.privacy.PrivacyDashboardFragment,Privacy,App content
com.android.settings.notification.ConfigureNotificationSettings,com.android.settings.notification.ConfigureNotificationSettings,Notifications,Included apps
com.android.settings.accounts.AccountDashboardFragment,com.android.settings.accounts.AccountDashboardFragment,Manage accounts,Auto sync data
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Force Dark mode
com.android.settings.applications.assist.ManageAssist,com.android.settings.gestures.AssistGestureSettings,Device assistance app,Assist gesture
com.samsung.android.messaging.ui.view.setting.sms.TextMessagesSettingActivity,com.samsung.android.messaging.ui.view.setting.sms.TextMessagesSettingActivity,Text messages,Message center
com.samsung.android.settings.deviceinfo.SoftwareInfoSettings,com.samsung.android.settings.deviceinfo.SoftwareInfoSettings,Software information,Android version
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Suspend execution for cached apps
com.samsung.accessibility.vision.viewclear.AccessibilityViewClear,com.samsung.accessibility.Activities$AccessibilityViewClearActivity,Visibility enhancements,High contrast keyboard
com.samsung.accessibility.assistantmenu.settings.AssistantMenuMoreSettingsFragment,com.samsung.accessibility.assistantmenu.Activities$AssistantMenuMoreSettingsActivity,"Touchpad, cursor, and magnifier settings",Zoom
com.samsung.android.service.aircommand.settings.SPenSettingActivity,com.samsung.android.service.aircommand.settings.SPenSettingActivity,S Pen,Show floating icon
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Disable Thermal Throttling
