parent_class,child_class,parent_title,child_title
com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.swipetouchandfeedback.defaultactivity.SwipeTouchGestureFeedBackSettings,Samsung Keyboard,"Swipe, touch, and feedback"
com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Caller ID and spam protection,Call settings,Caller ID and spam protection
com.android.settings.system.ResetDashboardFragment,com.samsung.android.settings.autopoweronoff.AutoPowerOnOffSettings,Reset,Auto turn on/off
com.samsung.android.settings.lockscreen.LockScreenNotificationSettings,com.samsung.android.settings.lockscreen.LockScreenNotificationSettings,Notifications,Details
com.samsung.accessibility.vision.viewclear.magnifier.ToggleMagnifierPreferenceFragment,com.samsung.accessibility.Activities$MagnifierWindowActivity,Magnifier window,Move with cursor while typing
com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,Samsung Keyboard,Suggest emojis
com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.japaneseinputoptions.JapaneseInputOptionsSettings,Samsung Keyboard,Japanese input options
com.android.settings.applications.specialaccess.SpecialAccessSettings,com.android.settings.applications.manageapplications.ManageApplications,Special access,All files access
com.samsung.android.honeyboard.settings.smarttyping.sticker.StickerSuggestionSettings,com.samsung.android.honeyboard.settings.smarttyping.sticker.StickerSuggestionSettings,Suggest stickers while typing,mojitok
com.android.launcher3.settings.DesktopSettingsActivity,com.android.launcher3.settings.SamsungDexLabsOptions,Samsung DeX,Labs
com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.Usefulfeature,Advanced features,Game Launcher
com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.Usefulfeature,Advanced features,Video brightness
com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.handwriting.HwrSettings,Samsung Keyboard,Handwriting
com.samsung.android.messaging.ui.view.setting.mms.MultimediaMessagesSettingActivity,com.samsung.android.messaging.ui.view.setting.mms.MultimediaMessagesSettingActivity,Multimedia messages,Show when read
com.samsung.android.honeyboard.settings.chineseinputoptions.FuzzyPinyinSettings,com.samsung.android.honeyboard.settings.chineseinputoptions.FuzzyPinyinSettings,Fuzzy pinyin input,uang = uan
com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,Samsung Keyboard,S Pen to text
com.samsung.android.settings.usefulfeature.FunctionKeySettings,com.samsung.android.settings.usefulfeature.FunctionKeySettings,Side key,Quick launch camera
com.samsung.android.honeyboard.settings.swipetouchandfeedback.touchandhold.delay.TouchAndHoldDelaySettings,com.samsung.android.honeyboard.settings.swipetouchandfeedback.touchandhold.delay.TouchAndHoldDelaySettings,Keyboard touch and hold delay,Medium (0.3 seconds)
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Simulate display with cutout
com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.Usefulfeature,Advanced features,Call & text on other devices
com.samsung.android.settings.account.CloudAccountSettings,com.samsung.android.settings.account.CloudAccountSettings,Accounts and backup,Restore data
com.samsung.android.settings.security.BiometricsAndSecuritySettings,com.samsung.android.settings.security.BiometricsAndSecuritySettings,Biometrics and security,Secure Folder
com.android.settings.datausage.DataUsageSummary,com.android.settings.datausage.DataUsageSummary,Data usage,Roaming data usage
com.samsung.android.settings.connection.WirelessSettings,com.samsung.android.settings.connection.WirelessSettings,More connection settings,Change carrier
com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Appearance,Scroll bar
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Disable HW overlays
com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Internet settings,Labs
com.samsung.android.settings.notification.SecSoundSystemFeedbackSettings,com.samsung.android.settings.notification.SecSoundSystemFeedbackSettings,System sound/vibration control,Camera feedback
com.samsung.android.settings.usefulfeature.MotionAndGestureSettings,com.samsung.android.settings.usefulfeature.MotionAndGestureSettings,Motions and gestures,Palm touch to turn off screen
com.android.settings.LegalSettings,com.android.settings.LegalSettings,Legal information,Privacy Alert
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.connecteddevice.usb.UsbDefaultFragment,Developer options,Default USB configuration
com.samsung.android.app.calendar.activity.SettingsActivity,com.samsung.android.app.calendar.activity.SettingsActivity,Calendar settings,Hide declined events
com.samsung.accessibility.hearing.AccessibilitySettingsHearing,com.samsung.accessibility.Activities$AccessibilitySettingsHearingActivity,Hearing enhancements,Speech-to-text
com.samsung.android.settings.notification.ConfigureNotificationMoreSettings,com.samsung.android.settings.notification.ConfigureNotificationMoreSettings,Advanced settings,Show battery percentage
com.samsung.android.settings.lockscreen.LockScreenSettings,com.samsung.android.settings.lockscreen.LockScreenSettings,Lock screen,Make profile pattern visible
com.samsung.android.gallery.settings.activity.SettingActivity,com.samsung.android.gallery.settings.activity.SettingActivity,Gallery settings,Cloud sync
com.sec.android.app.myfiles.external.ui.SettingsActivity,com.sec.android.app.myfiles.external.ui.SettingsActivity,My Files settings,Samsung Cloud Drive
com.samsung.android.settings.notification.SoundSettings,com.samsung.android.settings.notification.SoundSettings,Sounds and vibration,Use Personal sounds
com.samsung.android.honeyboard.settings.smarttyping.moretypingoptions.MoreTypingOptionsSettings,com.samsung.android.honeyboard.settings.smarttyping.moretypingoptions.MoreTypingOptionsSettings,More typing options,Auto spacing
com.android.settings.wifi.ConfigureWifiSettings,com.android.settings.wifi.ConfigureWifiSettings,Advanced,Hotspot 2.0
com.samsung.android.settings.deviceinfo.Status,com.samsung.android.settings.deviceinfo.Status,Status information,SIM lock status
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Show layout bounds
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Max requests per session
com.samsung.android.settings.deviceinfo.status.SimStatus,com.samsung.android.settings.deviceinfo.status.SimStatus,SIM card status,Mobile voice network type
com.android.settings.DisplaySettings,com.android.settings.DisplaySettings,Display,Brightness
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Enable GPU debug layers
com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Caller ID and spam protection,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Caller ID and spam protection,Caller ID and spam protection,Show your name and number
com.samsung.android.settings.nfc.NfcSettings,com.samsung.android.settings.nfc.AndroidBeam,NFC and contactless payments,Android Beam
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Mobile data always active
com.samsung.android.settings.notification.FloatingIconsNotificationSettings,com.samsung.android.settings.notification.FloatingIconsNotificationSettings,Floating notifications,Bubbles
com.samsung.android.honeyboard.settings.smarttyping.sticker.StickerSuggestionMethodSettings,com.samsung.android.honeyboard.settings.smarttyping.sticker.StickerSuggestionMethodSettings,Sticker suggestion method,Show above keyboard
com.android.settings.LegalSettings,com.android.settings.LegalSettings,Legal information,System WebView License
com.samsung.android.app.cocktailbarservice.cocktailsettings.EdgeScreenSettingsMain,com.samsung.android.app.cocktailbarservice.cocktailsettings.HandleSettings,Handle,Transparency
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Reset the ShortcutManager API call limit.
com.samsung.android.settings.deviceinfo.Status,com.samsung.android.settings.deviceinfo.Status,Status information,Phone Wi-Fi MAC address
com.samsung.android.settings.usefulfeature.Usefulfeature,com.android.launcher3.settings.DesktopSettingsActivity,Advanced features,Samsung DeX
com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.Usefulfeature,Advanced features,Quick Share
com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,Samsung Keyboard,High contrast keyboard
com.samsung.android.settings.biometrics.fingerprint.FingerprintEntry,com.samsung.android.settings.biometrics.fingerprint.FingerprintEntry,Fingerprints,Show animation when unlocking
com.samsung.android.honeyboard.settings.swipetouchandfeedback.defaultactivity.SwipeTouchGestureFeedBackSettings,com.samsung.android.honeyboard.settings.swipetouchandfeedback.touchandhold.delay.TouchAndHoldDelaySettings,"Swipe, touch, and feedback",Keyboard touch and hold delay
com.samsung.android.settings.deviceinfo.WarrantyInfoFragment,com.samsung.android.settings.deviceinfo.WarrantyInfoFragment,Warranty Information,Product Warranty
com.samsung.android.gallery.settings.activity.SettingActivity,com.samsung.android.gallery.settings.activity.SettingActivity,Gallery settings,Auto create stories
com.samsung.accessibility.hearing.AccessibilitySettingsHearing,com.samsung.accessibility.Activities$AccessibilitySettingsHearingActivity,Hearing enhancements,Adapt Sound
com.samsung.android.settings.deviceinfo.Status,com.samsung.android.settings.deviceinfo.status.SimStatus,Status information,SIM card status
com.samsung.accessibility.dexterity.AccessibilitySettingsMobility,com.samsung.accessibility.Activities$AccessibilitySettingsMobilityActivity,Interaction and dexterity,Assistant menu
com.samsung.accessibility.assistantmenu.settings.AssistantMenuMoreSettingsFragment,com.samsung.accessibility.assistantmenu.Activities$AssistantMenuMoreSettingsActivity,"Touchpad, cursor, and magnifier settings",Cursor speed
com.samsung.android.settings.lockscreen.LockScreenSettings,com.samsung.android.settings.lockscreen.LockScreenSettings,Lock screen,Use one lock
com.samsung.android.settings.bluetooth.BluetoothAdvancedSettings,com.samsung.android.settings.bluetooth.BluetoothControlHistory,Advanced,Bluetooth control history
com.samsung.android.settings.accessories.DockSettings,com.samsung.android.settings.accessories.DockSettings,Accessories,Automatic unlock
com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Real Time Text,Call settings,Real Time Text
com.android.settings.DisplaySettings,com.android.settings.DisplaySettings,Display,Chrome scrolling enhancement
com.samsung.android.settings.biometrics.face.FaceEntry,com.samsung.android.settings.biometrics.face.FaceEntry,Face recognition,Add alternative look
